id,customer,vehicle,kit_optional,dealership,kiosk,status,created_at,modified_at
3908,26,6,3,6,267,c,2015-03-05 13:44:49.793607+00,2015-06-08 02:49:47.708359+00
3909,200,11,3,10,264,a,2015-07-04 09:10:10.948591+00,2015-06-08 02:49:47.708403+00
3910,94,10,3,43,213,p,2015-04-26 16:24:46.649571+00,2015-06-08 02:49:47.708455+00
3911,23,4,2,20,264,c,2015-01-04 12:25:38.668486+00,2015-06-08 02:49:47.708501+00
3912,194,3,2,139,206,a,2015-07-12 07:28:26.155119+00,2015-06-08 02:49:47.708546+00
3913,153,10,1,93,154,p,2015-01-24 05:32:13.794619+00,2015-06-08 02:49:47.708590+00
3914,60,8,1,116,70,p,2015-04-26 08:51:33.455975+00,2015-06-08 02:49:47.708636+00
3915,183,1,3,124,128,p,2015-09-08 19:28:20.164221+00,2015-06-08 02:49:47.708680+00
3916,182,9,2,32,233,c,2015-12-09 21:40:24.691166+00,2015-06-08 02:49:47.708724+00
3917,133,11,3,59,16,a,2015-08-26 21:28:35.368058+00,2015-06-08 02:49:47.708768+00
3918,58,9,1,62,150,a,2015-12-28 05:30:58.670845+00,2015-06-08 02:49:47.708811+00
3919,189,7,3,128,242,c,2015-02-25 09:55:44.197229+00,2015-06-08 02:49:47.708856+00
3920,13,8,2,97,78,p,2015-08-13 11:47:38.412887+00,2015-06-08 02:49:47.708901+00
3921,48,4,3,47,117,a,2015-07-16 19:09:37.789234+00,2015-06-08 02:49:47.708944+00
3922,146,4,1,69,231,p,2015-04-12 09:01:30.461664+00,2015-06-08 02:49:47.708988+00
3923,164,8,3,141,98,a,2015-11-13 13:22:47.030331+00,2015-06-08 02:49:47.709033+00
3924,107,11,1,52,39,a,2015-12-16 18:18:39.620582+00,2015-06-08 02:49:47.709078+00
3925,76,4,3,73,22,c,2015-07-04 00:49:39.742933+00,2015-06-08 02:49:47.709121+00
3926,47,5,2,96,175,c,2015-06-17 07:30:26.406739+00,2015-06-08 02:49:47.709166+00
3927,13,8,3,105,117,a,2015-01-01 05:52:08.536262+00,2015-06-08 02:49:47.709211+00
3928,114,3,3,131,50,c,2015-05-13 05:34:07.279632+00,2015-06-08 02:49:47.709260+00
3929,194,5,2,83,58,a,2015-05-18 16:11:29.198246+00,2015-06-08 02:49:47.709304+00
3930,32,3,1,95,153,c,2015-03-26 12:56:22.604697+00,2015-06-08 02:49:47.709348+00
3931,23,11,2,54,181,c,2015-09-04 10:22:39.212834+00,2015-06-08 02:49:47.709392+00
3932,3,5,3,113,46,a,2015-01-14 07:55:47.801745+00,2015-06-08 02:49:47.709439+00
3933,82,9,1,3,277,p,2015-06-24 15:45:40.272724+00,2015-06-08 02:49:47.709483+00
3934,61,11,1,76,109,c,2015-10-07 06:46:38.648656+00,2015-06-08 02:49:47.709527+00
3935,68,10,2,115,33,c,2015-02-08 20:04:46.206056+00,2015-06-08 02:49:47.709572+00
3936,74,5,1,98,171,p,2015-06-10 08:59:25.105198+00,2015-06-08 02:49:47.709615+00
3937,95,8,1,116,263,a,2015-08-07 04:41:52.826780+00,2015-06-08 02:49:47.709659+00
3938,13,4,3,128,236,c,2015-09-23 12:16:37.234472+00,2015-06-08 02:49:47.709703+00
3939,106,8,3,53,166,p,2015-05-27 10:04:12.900959+00,2015-06-08 02:49:47.709746+00
3940,153,3,1,104,47,c,2015-04-08 06:10:17.959815+00,2015-06-08 02:49:47.709789+00
3941,103,4,2,64,31,a,2015-07-07 02:23:10.043241+00,2015-06-08 02:49:47.709833+00
3942,108,7,1,5,7,a,2015-04-06 22:43:03.835506+00,2015-06-08 02:49:47.709876+00
3943,113,5,2,96,187,a,2015-12-21 15:03:53.267097+00,2015-06-08 02:49:47.709921+00
3944,35,2,1,82,203,c,2015-11-17 05:10:19.270685+00,2015-06-08 02:49:47.709965+00
3945,66,7,3,62,132,p,2015-02-10 03:07:08.555280+00,2015-06-08 02:49:47.710009+00
3946,189,7,2,100,2,a,2015-12-27 07:38:46.104902+00,2015-06-08 02:49:47.710053+00
3947,54,8,1,124,115,c,2015-08-04 08:09:22.387532+00,2015-06-08 02:49:47.710097+00
3948,161,7,1,138,241,p,2015-11-07 11:17:05.276447+00,2015-06-08 02:49:47.710142+00
3949,106,4,1,24,168,a,2015-05-22 20:35:06.881548+00,2015-06-08 02:49:47.710186+00
3950,137,6,2,42,230,a,2015-11-12 12:25:15.657365+00,2015-06-08 02:49:47.710233+00
3951,89,11,1,142,106,a,2015-01-03 13:07:19.605526+00,2015-06-08 02:49:47.710278+00
3952,28,3,2,43,139,a,2015-12-03 19:05:47.283172+00,2015-06-08 02:49:47.710323+00
3953,120,10,2,81,87,c,2015-10-09 03:13:20.136924+00,2015-06-08 02:49:47.710368+00
3954,4,2,3,66,25,c,2015-05-17 20:37:51.388368+00,2015-06-08 02:49:47.710412+00
3955,146,8,2,133,103,c,2015-10-23 15:19:29.848468+00,2015-06-08 02:49:47.710456+00
3956,54,11,3,48,43,a,2015-11-22 14:38:32.816325+00,2015-06-08 02:49:47.710500+00
3957,39,2,3,24,254,c,2015-06-27 01:26:49.909585+00,2015-06-08 02:49:47.710544+00
3958,131,6,2,58,155,p,2015-07-18 01:23:14.585927+00,2015-06-08 02:49:47.710588+00
3959,200,7,3,90,197,c,2015-09-17 00:08:39.151928+00,2015-06-08 02:49:47.710632+00
3960,169,7,2,64,270,c,2015-12-15 11:57:11.124140+00,2015-06-08 02:49:47.710675+00
3961,174,8,3,88,263,p,2015-08-23 05:12:34.355153+00,2015-06-08 02:49:47.710719+00
3962,64,1,3,96,1,a,2015-09-11 02:33:23.759977+00,2015-06-08 02:49:47.710763+00
3963,87,9,1,31,255,a,2015-11-23 19:49:08.864959+00,2015-06-08 02:49:47.710806+00
3964,32,5,1,17,73,c,2015-05-04 22:12:00.483290+00,2015-06-08 02:49:47.710851+00
3965,176,8,1,37,60,a,2015-02-23 23:50:56.641660+00,2015-06-08 02:49:47.710896+00
3966,23,6,1,93,70,a,2015-10-02 00:41:20.123520+00,2015-06-08 02:49:47.710940+00
3967,87,7,3,131,116,c,2015-05-13 14:45:22.652338+00,2015-06-08 02:49:47.710983+00
3968,57,7,3,43,270,a,2015-02-27 23:21:17.079761+00,2015-06-08 02:49:47.711030+00
3969,36,5,3,70,49,c,2015-06-13 07:47:32.041639+00,2015-06-08 02:49:47.711074+00
3970,170,9,2,135,132,c,2015-11-04 22:15:40.620490+00,2015-06-08 02:49:47.711120+00
3971,49,1,3,24,43,c,2015-03-08 16:21:18.175018+00,2015-06-08 02:49:47.711164+00
3972,88,6,1,103,31,a,2015-09-21 06:31:58.436244+00,2015-06-08 02:49:47.711208+00
3973,129,6,1,143,269,a,2015-02-02 20:14:47.631988+00,2015-06-08 02:49:47.711254+00
3974,174,4,3,82,106,c,2015-06-21 09:43:13.320126+00,2015-06-08 02:49:47.711300+00
3975,108,5,3,88,285,c,2015-09-21 18:44:33.724297+00,2015-06-08 02:49:47.711344+00
3976,179,7,2,39,44,a,2015-05-16 15:37:29.018009+00,2015-06-08 02:49:47.711387+00
3977,149,9,2,6,4,p,2015-01-17 14:38:01.392361+00,2015-06-08 02:49:47.711431+00
3978,54,5,2,20,11,c,2015-12-28 18:57:44.808704+00,2015-06-08 02:49:47.711475+00
3979,189,10,3,22,240,a,2015-09-26 03:54:02.617663+00,2015-06-08 02:49:47.711518+00
3980,64,10,1,14,230,p,2015-03-03 20:13:35.501258+00,2015-06-08 02:49:47.711564+00
3981,59,3,3,78,196,c,2015-01-14 04:27:41.409203+00,2015-06-08 02:49:47.711609+00
3982,19,4,2,122,144,c,2015-11-02 04:19:29.099360+00,2015-06-08 02:49:47.711653+00
3983,12,6,1,103,90,c,2015-12-18 18:59:45.030995+00,2015-06-08 02:49:47.711698+00
3984,133,10,1,82,153,a,2015-06-10 04:17:29.729921+00,2015-06-08 02:49:47.711743+00
3985,167,10,3,97,13,a,2015-06-03 04:11:47.532980+00,2015-06-08 02:49:47.711787+00
3986,182,8,2,97,67,p,2015-11-01 21:05:29.833497+00,2015-06-08 02:49:47.711830+00
3987,146,10,3,52,256,c,2015-07-12 01:30:15.248630+00,2015-06-08 02:49:47.711874+00
3988,122,5,3,33,187,c,2015-03-02 15:58:36.626657+00,2015-06-08 02:49:47.711917+00
3989,185,7,3,91,237,a,2015-12-06 09:25:31.125381+00,2015-06-08 02:49:47.711962+00
3990,197,1,2,65,23,c,2015-02-26 06:22:28.121938+00,2015-06-08 02:49:47.712005+00
3991,21,11,3,122,227,a,2015-02-28 05:41:02.640685+00,2015-06-08 02:49:47.712049+00
3992,181,11,2,107,245,a,2015-04-15 10:14:28.456280+00,2015-06-08 02:49:47.712094+00
3993,159,6,2,47,104,p,2015-05-02 21:06:34.908015+00,2015-06-08 02:49:47.712139+00
3994,19,6,1,139,20,p,2015-04-12 04:50:42.880018+00,2015-06-08 02:49:47.712184+00
3995,159,2,1,138,70,p,2015-02-23 16:04:19.108371+00,2015-06-08 02:49:47.712228+00
3996,30,9,1,71,263,c,2015-03-01 09:01:06.325397+00,2015-06-08 02:49:47.712274+00
3997,2,8,2,65,269,a,2015-09-21 04:00:00.685686+00,2015-06-08 02:49:47.712318+00
3998,130,2,3,40,185,p,2015-07-15 16:56:03.335967+00,2015-06-08 02:49:47.712362+00
3999,127,1,3,72,162,c,2015-09-11 08:54:38.980401+00,2015-06-08 02:49:47.712459+00
4000,133,3,1,119,63,c,2015-12-02 16:11:32.388077+00,2015-06-08 02:49:47.712505+00
4001,184,6,2,40,224,a,2015-11-17 05:33:17.916475+00,2015-06-08 02:49:47.712550+00
4002,108,4,3,23,124,p,2015-01-11 11:24:04.194127+00,2015-06-08 02:49:47.712595+00
4003,71,6,1,31,161,a,2015-02-14 01:05:10.330610+00,2015-06-08 02:49:47.712641+00
4004,42,10,1,25,35,c,2015-01-10 04:45:01.696868+00,2015-06-08 02:49:47.712684+00
4005,181,1,2,135,40,p,2015-05-06 10:14:21.136969+00,2015-06-08 02:49:47.712729+00
4006,117,10,1,12,247,c,2015-09-21 00:26:46.631874+00,2015-06-08 02:49:47.712772+00
4007,166,2,2,31,5,p,2015-03-17 08:30:06.195333+00,2015-06-08 02:49:47.712817+00
4008,153,8,2,106,145,c,2015-12-11 05:10:38.024620+00,2015-06-08 02:49:47.712861+00
4009,20,4,2,11,205,c,2015-07-12 05:35:42.237738+00,2015-06-08 02:49:47.712906+00
4010,85,2,2,125,261,c,2015-09-23 22:27:53.202945+00,2015-06-08 02:49:47.712951+00
4011,157,4,1,79,122,c,2015-07-05 01:42:55.817852+00,2015-06-08 02:49:47.712995+00
4012,93,5,3,25,109,a,2015-08-02 11:47:52.761842+00,2015-06-08 02:49:47.713039+00
4013,110,10,3,94,24,c,2015-02-28 08:59:09.837134+00,2015-06-08 02:49:47.713084+00
4014,23,4,1,42,6,a,2015-12-12 14:38:35.483802+00,2015-06-08 02:49:47.713148+00
4015,90,6,2,23,285,a,2015-03-22 16:58:12.114239+00,2015-06-08 02:49:47.713195+00
4016,181,10,1,59,270,p,2015-06-15 18:31:51.391565+00,2015-06-08 02:49:47.713241+00
4017,174,3,1,89,134,p,2015-10-19 01:05:16.672243+00,2015-06-08 02:49:47.713285+00
4018,54,7,2,1,20,a,2015-11-12 23:46:44.665718+00,2015-06-08 02:49:47.713328+00
4019,101,11,1,54,77,a,2015-04-04 05:17:16.275260+00,2015-06-08 02:49:47.713373+00
4020,162,9,1,97,147,a,2015-01-04 16:31:23.092782+00,2015-06-08 02:49:47.713417+00
4021,24,3,3,65,165,a,2015-07-09 21:28:34.685566+00,2015-06-08 02:49:47.713461+00
4022,200,3,3,89,259,p,2015-04-21 08:49:17.933079+00,2015-06-08 02:49:47.713506+00
4023,172,4,2,118,174,p,2015-01-11 12:26:27.481545+00,2015-06-08 02:49:47.713551+00
4024,17,7,3,83,175,p,2015-03-16 03:44:02.280941+00,2015-06-08 02:49:47.713594+00
4025,96,3,2,13,108,p,2015-01-01 16:24:46.704918+00,2015-06-08 02:49:47.713639+00
4026,102,5,1,71,16,p,2015-12-11 15:57:17.458021+00,2015-06-08 02:49:47.713692+00
4027,88,6,3,142,225,p,2015-06-23 21:05:53.969854+00,2015-06-08 02:49:47.713750+00
4028,151,9,2,70,87,p,2015-06-08 17:50:13.410255+00,2015-06-08 02:49:47.713797+00
4029,54,8,2,96,285,a,2015-12-01 22:34:53.180943+00,2015-06-08 02:49:47.713841+00
4030,52,10,3,131,78,p,2015-12-24 02:31:34.216918+00,2015-06-08 02:49:47.713886+00
4031,86,7,1,104,52,a,2015-09-12 08:00:44.810528+00,2015-06-08 02:49:47.713931+00
4032,68,2,2,130,101,a,2015-12-28 15:09:44.083909+00,2015-06-08 02:49:47.713975+00
4033,177,10,2,6,249,p,2015-10-17 05:22:09.285654+00,2015-06-08 02:49:47.714021+00
4034,140,11,3,4,279,a,2015-05-14 12:47:40.623419+00,2015-06-08 02:49:47.714065+00
4035,142,6,1,78,120,p,2015-06-14 16:42:16.781881+00,2015-06-08 02:49:47.714110+00
4036,113,6,1,33,225,p,2015-05-24 15:18:52.297025+00,2015-06-08 02:49:47.714155+00
4037,110,6,1,106,170,c,2015-11-03 23:33:18.791932+00,2015-06-08 02:49:47.714199+00
4038,49,8,2,128,84,a,2015-01-07 09:56:19.536777+00,2015-06-08 02:49:47.714244+00
4039,106,10,1,55,195,c,2015-05-11 05:33:56.021559+00,2015-06-08 02:49:47.714288+00
4040,124,3,1,88,169,p,2015-09-07 10:21:16.272547+00,2015-06-08 02:49:47.714332+00
4041,196,2,2,38,221,c,2015-07-14 04:11:49.126211+00,2015-06-08 02:49:47.714376+00
4042,171,6,2,87,71,p,2015-01-12 02:26:43.726658+00,2015-06-08 02:49:47.714420+00
4043,39,7,3,99,179,p,2015-01-15 16:06:03.693212+00,2015-06-08 02:49:47.714467+00
4044,93,2,3,53,191,a,2015-03-02 22:36:58.679666+00,2015-06-08 02:49:47.714512+00
4045,69,11,2,84,7,c,2015-08-19 00:35:07.477106+00,2015-06-08 02:49:47.714556+00
4046,194,7,1,26,160,c,2015-03-10 21:40:44.850127+00,2015-06-08 02:49:47.714600+00
4047,131,8,1,49,91,a,2015-11-24 18:27:59.598972+00,2015-06-08 02:49:47.714645+00
4048,121,7,1,101,141,p,2015-08-16 14:09:04.075440+00,2015-06-08 02:49:47.714688+00
4049,7,9,1,30,176,c,2015-10-02 14:52:18.368872+00,2015-06-08 02:49:47.714733+00
4050,139,7,3,47,232,a,2015-12-12 08:37:29.726474+00,2015-06-08 02:49:47.714776+00
4051,22,5,3,45,51,c,2015-03-17 16:03:01.676559+00,2015-06-08 02:49:47.714822+00
4052,155,3,1,75,232,c,2015-05-18 13:37:19.617002+00,2015-06-08 02:49:47.714868+00
4053,158,9,2,52,281,a,2015-03-18 22:18:58.443219+00,2015-06-08 02:49:47.714913+00
4054,130,1,1,14,155,c,2015-03-07 20:08:24.412609+00,2015-06-08 02:49:47.714958+00
4055,176,4,3,27,205,a,2015-07-04 04:05:58.583314+00,2015-06-08 02:49:47.715004+00
4056,164,3,1,116,184,p,2015-01-15 19:13:19.197692+00,2015-06-08 02:49:47.715048+00
4057,175,5,3,80,158,a,2015-08-08 18:54:42.941643+00,2015-06-08 02:49:47.715094+00
4058,145,5,3,38,112,p,2015-09-17 22:33:33.533050+00,2015-06-08 02:49:47.715141+00
4059,129,4,1,68,241,c,2015-11-25 21:46:26.763846+00,2015-06-08 02:49:47.715185+00
4060,51,4,1,5,28,p,2015-01-08 18:40:12.845852+00,2015-06-08 02:49:47.715230+00
4061,4,1,2,40,44,a,2015-09-24 20:22:28.229254+00,2015-06-08 02:49:47.715275+00
4062,22,9,2,66,208,a,2015-12-09 08:27:11.618386+00,2015-06-08 02:49:47.715320+00
4063,156,1,3,119,188,p,2015-07-27 13:11:40.100849+00,2015-06-08 02:49:47.715365+00
4064,99,10,1,78,55,a,2015-01-05 00:13:24.238279+00,2015-06-08 02:49:47.715412+00
4065,158,4,3,36,105,p,2015-01-22 17:39:20.543062+00,2015-06-08 02:49:47.715457+00
4066,64,5,1,14,138,a,2015-05-20 20:51:08.625265+00,2015-06-08 02:49:47.715500+00
4067,56,11,1,9,20,p,2015-02-28 11:24:23.631599+00,2015-06-08 02:49:47.715547+00
4068,45,6,2,51,279,p,2015-12-22 04:29:03.456939+00,2015-06-08 02:49:47.715593+00
4069,192,2,1,135,91,p,2015-01-06 05:01:20.540336+00,2015-06-08 02:49:47.715639+00
4070,163,9,1,32,232,a,2015-02-17 07:38:03.754619+00,2015-06-08 02:49:47.715683+00
4071,144,9,1,8,263,a,2015-12-05 19:47:59.133929+00,2015-06-08 02:49:47.715728+00
4072,55,1,1,27,119,c,2015-01-23 20:02:53.249715+00,2015-06-08 02:49:47.715774+00
4073,73,5,2,145,260,a,2015-04-12 04:34:20.316982+00,2015-06-08 02:49:47.715820+00
4074,158,3,1,89,63,c,2015-07-07 20:16:51.852994+00,2015-06-08 02:49:47.715865+00
4075,21,7,3,115,135,p,2015-04-25 13:56:35.168353+00,2015-06-08 02:49:47.715911+00
4076,95,3,2,11,65,c,2015-07-14 12:02:05.073347+00,2015-06-08 02:49:47.715958+00
4077,22,6,1,98,124,a,2015-12-08 01:39:05.154278+00,2015-06-08 02:49:47.716003+00
4078,62,8,2,107,15,c,2015-05-20 12:57:36.643684+00,2015-06-08 02:49:47.716048+00
4079,162,2,3,5,198,a,2015-04-17 08:52:11.747572+00,2015-06-08 02:49:47.716093+00
4080,200,10,2,144,83,p,2015-05-02 19:30:25.962681+00,2015-06-08 02:49:47.716138+00
4081,110,9,3,112,75,a,2015-11-08 12:05:50.701640+00,2015-06-08 02:49:47.716183+00
4082,196,5,3,25,73,a,2015-06-11 09:28:11.055255+00,2015-06-08 02:49:47.716228+00
4083,102,4,2,17,223,p,2015-07-17 18:08:07.936191+00,2015-06-08 02:49:47.716273+00
4084,167,1,2,81,174,p,2015-11-16 22:44:23.118963+00,2015-06-08 02:49:47.716318+00
4085,153,9,2,132,228,c,2015-08-18 12:50:43.966963+00,2015-06-08 02:49:47.716362+00
4086,98,1,2,75,210,a,2015-07-26 00:13:16.062853+00,2015-06-08 02:49:47.716438+00
4087,166,2,3,60,33,c,2015-01-07 06:19:48.815834+00,2015-06-08 02:49:47.716497+00
4088,17,2,2,80,86,c,2015-01-12 06:31:27.463832+00,2015-06-08 02:49:47.716542+00
4089,20,11,3,123,283,p,2015-09-12 01:26:35.280831+00,2015-06-08 02:49:47.716588+00
4090,152,5,3,114,230,p,2015-03-14 22:37:55.001108+00,2015-06-08 02:49:47.716634+00
4091,161,9,3,143,7,c,2015-12-05 11:06:46.014965+00,2015-06-08 02:49:47.716679+00
4092,92,9,1,79,167,p,2015-09-17 02:00:56.872757+00,2015-06-08 02:49:47.716723+00
4093,136,6,2,109,143,p,2015-06-25 07:37:03.179994+00,2015-06-08 02:49:47.716767+00
4094,89,8,2,41,19,c,2015-08-07 07:55:05.994638+00,2015-06-08 02:49:47.716814+00
4095,80,7,1,106,250,p,2015-10-22 17:55:57.591867+00,2015-06-08 02:49:47.716860+00
4096,141,5,2,16,253,a,2015-09-07 05:24:20.058787+00,2015-06-08 02:49:47.716906+00
4097,172,7,2,18,46,a,2015-11-10 05:22:39.143583+00,2015-06-08 02:49:47.716952+00
4098,114,9,2,51,47,c,2015-07-25 02:49:09.078022+00,2015-06-08 02:49:47.716997+00
4099,104,7,3,7,174,a,2015-08-19 17:41:25.526121+00,2015-06-08 02:49:47.717041+00
4100,157,1,2,42,135,a,2015-07-17 06:59:06.844888+00,2015-06-08 02:49:47.717087+00
4101,80,8,2,127,6,c,2015-11-02 04:26:28.870859+00,2015-06-08 02:49:47.717133+00
4102,166,4,3,59,156,a,2015-03-10 09:42:44.456690+00,2015-06-08 02:49:47.717179+00
4103,5,8,1,52,239,p,2015-02-20 20:44:43.523126+00,2015-06-08 02:49:47.717225+00
4104,193,2,3,69,86,a,2015-09-18 14:16:03.327919+00,2015-06-08 02:49:47.717269+00
4105,103,4,2,119,53,c,2015-09-09 22:35:02.473624+00,2015-06-08 02:49:47.717315+00
4106,155,10,1,17,170,p,2015-05-07 07:33:30.354130+00,2015-06-08 02:49:47.717359+00
4107,159,9,3,138,284,a,2015-12-15 15:48:32.640302+00,2015-06-08 02:49:47.717405+00
4108,10,5,2,45,27,a,2015-04-26 10:59:15.771619+00,2015-06-08 02:49:47.717449+00
4109,186,6,2,77,208,p,2015-05-07 10:47:35.546342+00,2015-06-08 02:49:47.717495+00
4110,54,5,1,48,92,p,2015-08-12 14:38:13.111994+00,2015-06-08 02:49:47.717542+00
4111,90,5,1,71,258,p,2015-11-19 08:14:36.663205+00,2015-06-08 02:49:47.717590+00
4112,40,7,3,43,150,c,2015-10-08 07:27:43.954529+00,2015-06-08 02:49:47.717635+00
4113,68,3,1,115,137,p,2015-09-11 02:41:18.431955+00,2015-06-08 02:49:47.717681+00
4114,57,4,1,119,106,p,2015-02-19 00:53:40.061352+00,2015-06-08 02:49:47.717727+00
4115,103,1,1,50,51,a,2015-04-21 11:51:48.179502+00,2015-06-08 02:49:47.717771+00
4116,82,8,1,53,82,p,2015-09-26 00:10:21.148113+00,2015-06-08 02:49:47.717818+00
4117,155,6,3,42,191,a,2015-06-12 14:48:16.569933+00,2015-06-08 02:49:47.717863+00
4118,138,8,2,21,248,p,2015-03-17 01:50:46.560587+00,2015-06-08 02:49:47.717910+00
4119,190,8,1,50,121,p,2015-08-15 14:12:27.231886+00,2015-06-08 02:49:47.717956+00
4120,3,1,2,115,209,p,2015-04-23 14:02:53.309016+00,2015-06-08 02:49:47.718002+00
4121,71,8,2,143,30,a,2015-12-07 20:12:00.068393+00,2015-06-08 02:49:47.718047+00
4122,147,9,1,13,156,a,2015-07-02 11:12:50.099033+00,2015-06-08 02:49:47.718093+00
4123,105,9,3,21,12,p,2015-10-14 06:52:50.430023+00,2015-06-08 02:49:47.718138+00
4124,3,9,1,48,161,p,2015-06-27 21:43:18.305927+00,2015-06-08 02:49:47.718184+00
4125,113,4,1,92,94,p,2015-06-01 09:01:13.563819+00,2015-06-08 02:49:47.718230+00
4126,128,8,2,24,137,a,2015-11-07 03:30:48.443592+00,2015-06-08 02:49:47.718275+00
4127,126,8,2,66,246,a,2015-02-21 19:08:16.441410+00,2015-06-08 02:49:47.718320+00
4128,25,7,1,33,55,c,2015-07-14 01:27:27.343801+00,2015-06-08 02:49:47.718366+00
4129,82,8,3,112,101,a,2015-10-12 21:57:05.161963+00,2015-06-08 02:49:47.718411+00
4130,88,9,3,85,179,a,2015-09-17 12:02:53.218141+00,2015-06-08 02:49:47.718456+00
4131,106,8,1,111,189,c,2015-04-15 16:04:27.907994+00,2015-06-08 02:49:47.718501+00
4132,23,5,2,135,113,a,2015-10-20 23:32:10.812065+00,2015-06-08 02:49:47.718546+00
4133,90,11,1,95,195,c,2015-12-03 10:33:48.856170+00,2015-06-08 02:49:47.718592+00
4134,34,5,2,123,14,p,2015-04-15 14:21:46.853896+00,2015-06-08 02:49:47.718637+00
4135,116,2,3,121,211,c,2015-07-08 05:00:37.500089+00,2015-06-08 02:49:47.718682+00
4136,41,8,1,8,113,p,2015-04-18 11:41:14.546476+00,2015-06-08 02:49:47.718729+00
4137,117,1,3,118,173,p,2015-10-17 12:24:25.217140+00,2015-06-08 02:49:47.718774+00
4138,188,3,2,93,231,p,2015-05-21 21:35:25.597173+00,2015-06-08 02:49:47.718819+00
4139,116,1,1,107,285,p,2015-11-21 17:27:12.864926+00,2015-06-08 02:49:47.718863+00
4140,181,8,3,19,89,p,2015-11-20 06:27:12.351282+00,2015-06-08 02:49:47.718908+00
4141,99,2,1,35,200,p,2015-08-26 12:59:41.890477+00,2015-06-08 02:49:47.718952+00
4142,178,10,1,140,228,c,2015-06-05 11:49:38.548085+00,2015-06-08 02:49:47.718996+00
4143,11,7,1,65,283,c,2015-01-19 08:03:18.074494+00,2015-06-08 02:49:47.719041+00
4144,2,1,2,143,33,p,2015-10-25 06:14:39.083137+00,2015-06-08 02:49:47.719086+00
4145,4,6,2,103,158,c,2015-11-06 16:37:23.952531+00,2015-06-08 02:49:47.719129+00
4146,30,5,3,125,270,a,2015-02-25 19:14:59.675885+00,2015-06-08 02:49:47.719174+00
4147,200,5,1,72,173,a,2015-04-23 23:46:14.048232+00,2015-06-08 02:49:47.719220+00
4148,48,11,1,113,210,a,2015-11-09 10:51:26.628057+00,2015-06-08 02:49:47.719264+00
4149,151,9,2,33,80,c,2015-02-04 22:51:31.998653+00,2015-06-08 02:49:47.719310+00
4150,173,7,2,39,180,c,2015-10-09 08:36:52.947520+00,2015-06-08 02:49:47.719385+00
4151,167,7,2,137,220,c,2015-07-19 20:31:49.704815+00,2015-06-08 02:49:47.719460+00
4152,4,10,2,146,242,p,2015-01-24 00:36:15.225212+00,2015-06-08 02:49:47.719536+00
4153,152,8,1,27,141,a,2015-12-06 12:15:10.081947+00,2015-06-08 02:49:47.719614+00
4154,95,4,2,105,17,c,2015-03-09 04:27:52.633697+00,2015-06-08 02:49:47.719690+00
4155,121,8,1,8,200,c,2015-05-09 14:26:50.160331+00,2015-06-08 02:49:47.719765+00
4156,63,10,1,19,143,a,2015-03-26 07:25:36.342435+00,2015-06-08 02:49:47.719841+00
4157,41,9,1,19,185,p,2015-10-18 23:32:56.262514+00,2015-06-08 02:49:47.719917+00
4158,99,2,3,5,139,c,2015-06-12 13:01:58.394654+00,2015-06-08 02:49:47.720007+00
4159,49,1,3,20,262,c,2015-10-19 20:09:02.379048+00,2015-06-08 02:49:47.720097+00
4160,83,7,2,121,265,c,2015-06-16 00:05:31.425682+00,2015-06-08 02:49:47.720184+00
4161,176,9,3,105,213,a,2015-08-07 11:38:42.276824+00,2015-06-08 02:49:47.720269+00
4162,58,1,1,9,173,c,2015-10-13 11:00:33.001163+00,2015-06-08 02:49:47.720348+00
4163,107,4,1,29,179,a,2015-03-03 01:33:47.053951+00,2015-06-08 02:49:47.720440+00
4164,187,4,1,61,143,c,2015-04-20 19:48:29.621270+00,2015-06-08 02:49:47.720517+00
4165,57,5,3,1,225,a,2015-09-23 14:52:13.134234+00,2015-06-08 02:49:47.720591+00
4166,103,2,1,83,12,c,2015-04-26 07:10:18.458519+00,2015-06-08 02:49:47.720670+00
4167,153,1,2,90,238,c,2015-04-04 20:02:17.217241+00,2015-06-08 02:49:47.720751+00
4168,162,3,2,31,120,c,2015-10-06 12:16:12.291955+00,2015-06-08 02:49:47.720828+00
4169,35,5,2,2,256,p,2015-12-06 00:02:37.197857+00,2015-06-08 02:49:47.720907+00
4170,187,3,3,1,266,a,2015-12-24 16:39:57.624792+00,2015-06-08 02:49:47.720984+00
4171,184,3,1,117,90,c,2015-08-23 09:55:10.029277+00,2015-06-08 02:49:47.721062+00
4172,58,3,1,24,134,a,2015-09-22 18:14:49.452067+00,2015-06-08 02:49:47.721143+00
4173,57,8,3,57,261,c,2015-04-25 10:12:58.261779+00,2015-06-08 02:49:47.721193+00
4174,85,2,1,32,224,a,2015-09-17 20:52:06.622866+00,2015-06-08 02:49:47.721238+00
4175,166,7,2,33,102,c,2015-01-19 22:44:13.512483+00,2015-06-08 02:49:47.721306+00
4176,28,7,2,89,76,a,2015-08-01 22:38:46.641243+00,2015-06-08 02:49:47.721355+00
4177,120,10,1,12,120,p,2015-08-25 01:39:25.485393+00,2015-06-08 02:49:47.721401+00
4178,29,1,2,38,201,p,2015-09-23 15:05:22.413995+00,2015-06-08 02:49:47.721445+00
4179,91,2,1,19,61,c,2015-06-26 08:07:29.704338+00,2015-06-08 02:49:47.721489+00
4180,193,9,1,6,132,a,2015-10-05 19:27:15.456318+00,2015-06-08 02:49:47.721533+00
